c1, c2, w, penalty, epochs
0.601321,1.7986,1,329.594,600
intacia, melhor_gap, melhor_fit, gap_medio, fit_medio, fobj_medio, dp, tempo(ms)
data\OR5x500-0.50_3.dat, 11.8051, 191861, 12.5, 190349, 190349, 0.327906, 45268
data\OR5x500-0.50_4.dat, 9.17025, 203059, 12.0323, 196661, 196661, 0.912601, 45121
data\OR5x500-0.50_5.dat, 10.013, 197041, 12.4736, 191653, 191653, 0.57934, 44812
data\OR5x500-0.50_6.dat, 5.59289, 208196, 12.3874, 193212, 193212, 1.31504, 45045
data\OR5x500-0.50_7.dat, 10.7828, 196268, 12.6274, 192210, 192210, 0.450046, 45109
data\OR5x500-0.50_8.dat, 6.555, 203911, 11.9107, 192224, 192224, 1.2375, 44826
data\OR5x500-0.50_9.dat, 4.81067, 206538, 11.924, 191104, 191104, 1.54354, 44905
data\OR5x500-0.75_1.dat, 13.3456, 256348, 19.8609, 237074, 237074, 2.41189, 42451
data\OR5x500-0.75_10.dat, 6.10783, 281592, 19.4338, 241626, 241626, 3.87802, 44181
data\OR5x500-0.75_2.dat, 2.01178, 301888, 19.5746, 247779, 247779, 4.12933, 42725
data\OR5x500-0.75_3.dat, 7.7883, 276447, 19.7911, 240463, 240463, 3.32098, 44959
data\OR5x500-0.75_4.dat, 6.50026, 286558, 18.9256, 248477, 248477, 4.3335, 44552
data\OR5x500-0.75_5.dat, 7.17782, 278784, 19.1499, 242827, 242827, 4.30619, 42563
data\OR5x500-0.75_6.dat, 14.4664, 258800, 20.5184, 240488, 240488, 2.19187, 42541
data\OR5x500-0.75_7.dat, 4.89515, 286588, 19.1589, 243606, 243606, 4.43865, 42025
data\OR5x500-0.75_8.dat, 12.6926, 267557, 20.7027, 243010, 243010, 2.08036, 45036
data\OR5x500-0.75_9.dat, 5.93802, 284846, 19.4777, 243844, 243844, 4.07986, 42803
