c1, c2, w, penalty, epochs
0.670175,0.935928,1,0,600
intacia, melhor_gap, melhor_fit, gap_medio, fit_medio, fobj_medio, dp, tempo(ms)
data\OR5x500-0.50_10.dat, 10.4074, 196852, 11.6297, 194166, 194166, 0.493813, 40855
data\OR5x500-0.50_2.dat, 9.47324, 200247, 11.6853, 195354, 195354, 0.653161, 42124
data\OR5x500-0.50_3.dat, 9.98888, 195812, 12.0216, 191390, 191390, 0.665442, 42245
data\OR5x500-0.50_4.dat, 8.438, 204696, 11.8786, 197004, 197004, 0.81576, 41943
data\OR5x500-0.50_5.dat, 8.974, 199316, 12.022, 192642, 192642, 0.88272, 41855
data\OR5x500-0.50_6.dat, 8.72308, 201293, 11.8811, 194329, 194329, 0.919868, 42250
data\OR5x500-0.50_7.dat, 9.43956, 199223, 11.9726, 193651, 193651, 0.808722, 41954
data\OR5x500-0.50_8.dat, 6.80842, 203358, 11.3953, 193349, 193349, 1.31343, 42398
data\OR5x500-0.50_9.dat, 5.38815, 205285, 11.7285, 191528, 191528, 1.29335, 42480
data\OR5x500-0.75_1.dat, 8.41367, 270938, 15.0215, 251390, 251390, 3.0654, 38734
data\OR5x500-0.75_10.dat, 6.36891, 280809, 13.4462, 259584, 259584, 3.63449, 39552
data\OR5x500-0.75_2.dat, 5.42478, 291373, 14.1343, 264540, 264540, 4.40449, 39988
data\OR5x500-0.75_3.dat, 5.25391, 284045, 13.8139, 258383, 258383, 4.12286, 40465
data\OR5x500-0.75_4.dat, 4.34971, 293149, 14.0685, 263363, 263363, 4.29928, 39422
data\OR5x500-0.75_5.dat, 5.8167, 282872, 13.9458, 258457, 258457, 4.09706, 39043
data\OR5x500-0.75_6.dat, 5.45921, 286053, 13.4917, 261749, 261749, 4.19711, 40526
data\OR5x500-0.75_7.dat, 3.37626, 291165, 13.7338, 259954, 259954, 4.58555, 40631
data\OR5x500-0.75_8.dat, 7.04282, 284871, 15.2959, 259579, 259579, 3.69128, 38748
data\OR5x500-0.75_9.dat, 3.22196, 293071, 13.2857, 262595, 262595, 4.20502, 38813

c1, c2, w, penalty, epochs
0.601321,1.79865,1,0,600
intacia,nOpt,melhor_gap, melhor_fit, gap_medio, fit_medio, fobj_medio, dp, tempo(ms)
data\ORLib\OR10x100-0.25_1.dat, 0, 2.17222, 22563, 10.1463, 20723.9, 20723.9, 3.0548, 7351
data\ORLib\OR10x100-0.25_10.dat, 0, 4.47097, 21687, 10.8827, 20231.4, 20231.4, 2.52613, 6827
data\ORLib\OR10x100-0.25_2.dat, 0, 6.37253, 21348, 11.7805, 20114.9, 20114.9, 2.135, 7520
data\ORLib\OR10x100-0.25_3.dat, 0, 7.4059, 20492, 11.1539, 19662.5, 19662.5, 2.22079, 7189
data\ORLib\OR10x100-0.25_4.dat, 0, 4.98419, 21637, 9.46206, 20617.3, 20617.3, 1.90329, 6968
data\ORLib\OR10x100-0.25_5.dat, 0, 6.59751, 21250, 11.3829, 20161.3, 20161.3, 1.6427, 6964
data\ORLib\OR10x100-0.25_6.dat, 0, 4.63626, 21721, 10.0637, 20484.8, 20484.8, 2.43104, 6733
data\ORLib\OR10x100-0.25_7.dat, 0, 6.99429, 20345, 12.1669, 19213.5, 19213.5, 2.23517, 6960
data\ORLib\OR10x100-0.25_8.dat, 0, 4.78904, 21551, 11.1766, 20105.2, 20105.2, 2.9233, 7060
data\ORLib\OR10x100-0.25_9.dat, 0, 7.08542, 20916, 11.5354, 19914.3, 19914.3, 2.07124, 6631
data\ORLib\OR10x100-0.50_1.dat, 0, 2.08721, 40531, 7.19837, 38415.2, 38415.2, 1.88786, 6751
data\ORLib\OR10x100-0.50_10.dat, 0, 5.56702, 38913, 7.97203, 37922, 37922, 1.36816, 6938
data\ORLib\OR10x100-0.50_2.dat, 0, 3.13149, 41018, 7.59053, 39129.9, 39129.9, 1.50519, 6757
data\ORLib\OR10x100-0.50_3.dat, 0, 2.85371, 41191, 7.70108, 39135.7, 39135.7, 1.53652, 7056
data\ORLib\OR10x100-0.50_4.dat, 0, 1.79292, 44806, 7.42431, 42236.7, 42236.7, 1.87825, 6878
data\ORLib\OR10x100-0.50_5.dat, 0, 3.85589, 40269, 7.67142, 38670.9, 38670.9, 1.42542, 6842
data\ORLib\OR10x100-0.50_6.dat, 0, 3.93767, 41302, 7.84122, 39623.7, 39623.7, 1.63958, 7041
data\ORLib\OR10x100-0.50_7.dat, 0, 5.79474, 41049, 8.19977, 40001, 40001, 1.16591, 7382
data\ORLib\OR10x100-0.50_8.dat, 0, 0.830812, 42613, 8.07478, 39500.3, 39500.3, 2.33287, 7206
data\ORLib\OR10x100-0.50_9.dat, 0, 3.57008, 40705, 8.10591, 38790.3, 38790.3, 1.54605, 7006
data\ORLib\OR10x100-0.75_1.dat, 0, 1.43094, 56554, 5.39753, 54278.2, 54278.2, 1.373, 6614
data\ORLib\OR10x100-0.75_10.dat, 0, 0.849372, 60118, 6.14143, 56909.3, 56909.3, 1.48718, 6985
data\ORLib\OR10x100-0.75_2.dat, 0, 1.45308, 58121, 4.8136, 56139, 56139, 1.25103, 7054
data\ORLib\OR10x100-0.75_3.dat, 0, 3.1957, 56525, 4.78344, 55597.9, 55597.9, 0.947919, 6852
data\ORLib\OR10x100-0.75_4.dat, 0, 1.46693, 61057, 5.2021, 58742.5, 58742.5, 1.23966, 6966
data\ORLib\OR10x100-0.75_5.dat, 0, 0.917718, 60245, 5.46788, 57478.4, 57478.4, 1.51584, 7010
data\ORLib\OR10x100-0.75_6.dat, 0, 2.39595, 59965, 4.91788, 58415.6, 58415.6, 1.10863, 6886
data\ORLib\OR10x100-0.75_7.dat, 0, 2.44071, 55001, 4.69222, 53731.7, 53731.7, 1.22194, 6788
data\ORLib\OR10x100-0.75_8.dat, 0, 1.5137, 58492, 5.43685, 56162, 56162, 1.192, 7027
data\ORLib\OR10x100-0.75_9.dat, 0, 0.827174, 59707, 5.0157, 57185.3, 57185.3, 1.66666, 7007
data\ORLib\OR10x250-0.25_1.dat, 0, 8.44611, 54188, 15.2817, 50142.2, 50142.2, 2.16735, 20243
data\ORLib\OR10x250-0.25_10.dat, 0, 5.99243, 55660, 15.1443, 50241.4, 50241.4, 2.32393, 19950
data\ORLib\OR10x250-0.25_2.dat, 0, 10.1087, 52839, 15.3196, 49776, 49776, 2.0025, 20571
data\ORLib\OR10x250-0.25_3.dat, 0, 9.09686, 52812, 16.2586, 48651.3, 48651.3, 2.32097, 19592
data\ORLib\OR10x250-0.25_4.dat, 0, 11.8492, 53772, 15.1799, 51740.2, 51740.2, 1.82364, 20762
data\ORLib\OR10x250-0.25_5.dat, 0, 11.1823, 51596, 15.1067, 49316.2, 49316.2, 1.7241, 19721
data\ORLib\OR10x250-0.25_6.dat, 0, 5.88365, 55363, 14.8473, 50090.2, 50090.2, 2.61768, 19160
data\ORLib\OR10x250-0.25_7.dat, 0, 11.0895, 52194, 14.77, 50033.4, 50033.4, 1.55456, 20881
data\ORLib\OR10x250-0.25_8.dat, 0, 12.8292, 51375, 15.9925, 49510.6, 49510.6, 1.53632, 20026
data\ORLib\OR10x250-0.25_9.dat, 0, 11.4975, 52559, 15.893, 49948.6, 49948.6, 1.91726, 20599
data\ORLib\OR10x250-0.50_1.dat, 0, 5.947, 104317, 10.3491, 99434.5, 99434.5, 1.12826, 21491
data\ORLib\OR10x250-0.50_10.dat, 0, 8.82378, 97306, 11.2898, 94674.2, 94674.2, 1.01999, 21781
data\ORLib\OR10x250-0.50_2.dat, 0, 4.51723, 103806, 10.1525, 97679.5, 97679.5, 1.77102, 20923
data\ORLib\OR10x250-0.50_3.dat, 0, 8.44931, 99728, 11.0882, 96853.4, 96853.4, 0.953053, 21325
data\ORLib\OR10x250-0.50_4.dat, 0, 4.86983, 104725, 10.2081, 98848.3, 98848.3, 1.63068, 21591
data\ORLib\OR10x250-0.50_5.dat, 0, 6.82952, 101076, 10.4492, 97149.2, 97149.2, 1.1148, 20981
data\ORLib\OR10x250-0.50_6.dat, 0, 6.24295, 103925, 10.5888, 99107.8, 99107.8, 1.27714, 20327
data\ORLib\OR10x250-0.50_7.dat, 0, 6.18796, 99513, 11.0269, 94380, 94380, 1.20211, 20995
data\ORLib\OR10x250-0.50_8.dat, 0, 6.87157, 99355, 10.9726, 94979.7, 94979.7, 1.31306, 21482
data\ORLib\OR10x250-0.50_9.dat, 0, 4.52704, 104857, 10.4187, 98386.2, 98386.2, 1.65162, 20807
data\ORLib\OR10x250-0.75_1.dat, 0, 3.95892, 145799, 8.80567, 138441, 138441, 1.92927, 20298
data\ORLib\OR10x250-0.75_10.dat, 0, 2.08879, 146577, 8.07856, 137610, 137610, 2.08633, 19998
data\ORLib\OR10x250-0.75_2.dat, 0, 3.46974, 143610, 8.78779, 135698, 135698, 2.03738, 20165
data\ORLib\OR10x250-0.75_3.dat, 0, 3.41718, 146718, 7.99928, 139757, 139757, 1.88239, 19686
data\ORLib\OR10x250-0.75_4.dat, 0, 1.39634, 149211, 8.46576, 138513, 138513, 2.03624, 20023
data\ORLib\OR10x250-0.75_5.dat, 0, 2.6881, 147881, 8.36922, 139248, 139248, 1.89981, 19710
data\ORLib\OR10x250-0.75_6.dat, 0, 3.67302, 146522, 8.01232, 139922, 139922, 1.84818, 19864
data\ORLib\OR10x250-0.75_7.dat, 0, 4.16702, 146750, 8.5584, 140025, 140025, 2.14936, 19534
data\ORLib\OR10x250-0.75_8.dat, 0, 4.25321, 147046, 8.34006, 140770, 140770, 1.81194, 19532
data\ORLib\OR10x250-0.75_9.dat, 0, 2.60392, 145276, 8.01692, 137202, 137202, 2.40347, 20278
data\ORLib\OR10x500-0.25_1.dat, 0, 14.601, 100618, 16.8948, 97915.3, 97915.3, 1.31303, 38344
data\ORLib\OR10x500-0.25_10.dat, 0, 15.9982, 100173, 17.9184, 97883.1, 97883.1, 1.08815, 38855
data\ORLib\OR10x500-0.25_2.dat, 0, 13.4861, 103167, 17.2848, 98637.1, 98637.1, 1.49157, 38520
data\ORLib\OR10x500-0.25_3.dat, 0, 13.8674, 102683, 17.3304, 98554.6, 98554.6, 1.34794, 38763
data\ORLib\OR10x500-0.25_4.dat, 0, 15.3683, 100567, 17.6484, 97857.6, 97857.6, 1.27297, 38430
data\ORLib\OR10x500-0.25_5.dat, 0, 12.7263, 101700, 17.0777, 96629.4, 96629.4, 1.60366, 38570
data\ORLib\OR10x500-0.25_6.dat, 0, 15.253, 101276, 18.4474, 97458.6, 97458.6, 1.53857, 38543
data\ORLib\OR10x500-0.25_7.dat, 0, 13.6372, 103486, 17.7091, 98606.8, 98606.8, 1.47091, 39884
data\ORLib\OR10x500-0.25_8.dat, 0, 15.1051, 100468, 17.6625, 97441.5, 97441.5, 1.07916, 39052
data\ORLib\OR10x500-0.25_9.dat, 0, 13.0586, 102430, 16.9408, 97856.2, 97856.2, 1.65618, 39795
data\ORLib\OR10x500-0.50_1.dat, 0, 10.2927, 195003, 11.7456, 191845, 191845, 0.589387, 42686
data\ORLib\OR10x500-0.50_10.dat, 0, 9.45138, 200021, 11.7621, 194917, 194917, 0.765325, 42443
data\ORLib\OR10x500-0.50_2.dat, 0, 9.23557, 198844, 12.2066, 192335, 192335, 0.715315, 42213
data\ORLib\OR10x500-0.50_3.dat, 0, 10.058, 195936, 12.2179, 191231, 191231, 0.72982, 43852
data\ORLib\OR10x500-0.50_4.dat, 0, 7.93478, 199660, 12.177, 190460, 190460, 1.16086, 43922
data\ORLib\OR10x500-0.50_5.dat, 0, 8.3933, 195922, 11.5312, 189211, 189211, 0.883006, 42005
data\ORLib\OR10x500-0.50_6.dat, 0, 9.31116, 195059, 12.1008, 189059, 189059, 1.00225, 41902
data\ORLib\OR10x500-0.50_7.dat, 0, 8.9286, 198481, 12.1579, 191443, 191443, 1.02568, 42941
data\ORLib\OR10x500-0.50_8.dat, 0, 9.27042, 199596, 11.9907, 193612, 193612, 0.908414, 42817
data\ORLib\OR10x500-0.50_9.dat, 0, 9.20833, 194641, 11.8839, 188905, 188905, 1.07009, 43533
data\ORLib\OR10x500-0.75_1.dat, 0, 6.33897, 285092, 14.7699, 259429, 259429, 4.07175, 39702
data\ORLib\OR10x500-0.75_10.dat, 0, 8.20186, 281902, 14.5062, 262542, 262542, 2.7921, 39397
data\ORLib\OR10x500-0.75_2.dat, 0, 2.17045, 295816, 13.9806, 260105, 260105, 4.07326, 39497
data\ORLib\OR10x500-0.75_3.dat, 0, 6.18583, 283710, 14.6465, 258124, 258124, 3.65267, 38735
data\ORLib\OR10x500-0.75_4.dat, 0, 4.74128, 286523, 13.3854, 260523, 260523, 3.80011, 40670
data\ORLib\OR10x500-0.75_5.dat, 0, 5.58293, 287381, 13.3579, 263716, 263716, 4.01006, 39243
data\ORLib\OR10x500-0.75_6.dat, 0, 5.80978, 284300, 12.9544, 262735, 262735, 3.63262, 39602
data\ORLib\OR10x500-0.75_7.dat, 0, 5.96061, 286775, 14.3798, 261101, 261101, 3.62267, 39352
data\ORLib\OR10x500-0.75_8.dat, 0, 5.84799, 279140, 14.7204, 252835, 252835, 3.25432, 39993
data\ORLib\OR10x500-0.75_9.dat, 0, 6.95118, 280411, 14.5762, 257432, 257432, 3.25783, 38910
data\ORLib\OR30x100-0.25_1.dat, 0, 3.17142, 21250, 10.7763, 19581, 19581, 2.58807, 9671
data\ORLib\OR30x100-0.25_10.dat, 0, 3.13587, 20325, 10.5757, 18763.9, 18763.9, 3.10265, 9536
data\ORLib\OR30x100-0.25_2.dat, 0, 4.19967, 20804, 11.0353, 19319.6, 19319.6, 2.73655, 9446
data\ORLib\OR30x100-0.25_3.dat, 0, 5.62783, 19586, 10.7213, 18528.9, 18528.9, 2.02169, 9193
data\ORLib\OR30x100-0.25_4.dat, 0, 5.69325, 20242, 11.0158, 19099.6, 19099.6, 2.26336, 9888
data\ORLib\OR30x100-0.25_5.dat, 0, 2.26607, 21349, 9.79659, 19704, 19704, 2.70907, 9235
data\ORLib\OR30x100-0.25_6.dat, 0, 3.14755, 21478, 10.9625, 19745, 19745, 2.88314, 9508
data\ORLib\OR30x100-0.25_7.dat, 0, 2.74325, 21201, 9.80702, 19661.2, 19661.2, 3.54297, 9236
data\ORLib\OR30x100-0.25_8.dat, 0, 5.34187, 20254, 10.4172, 19168, 19168, 1.95626, 9183
data\ORLib\OR30x100-0.25_9.dat, 0, 4.42175, 21529, 9.55161, 20373.5, 20373.5, 2.17655, 9286
data\ORLib\OR30x100-0.50_1.dat, 0, 2.24201, 39853, 7.57696, 37678.1, 37678.1, 2.18185, 8949
data\ORLib\OR30x100-0.50_10.dat, 0, 3.6187, 40191, 8.71303, 38066.7, 38066.7, 1.83691, 9260
data\ORLib\OR30x100-0.50_2.dat, 0, 4.51002, 39445, 7.5322, 38196.6, 38196.6, 1.47953, 9329
data\ORLib\OR30x100-0.50_3.dat, 0, 2.44775, 40611, 7.86748, 38354.8, 38354.8, 2.05091, 9036
data\ORLib\OR30x100-0.50_4.dat, 0, 1.48145, 40433, 8.07209, 37728.1, 37728.1, 2.24085, 8922
data\ORLib\OR30x100-0.50_5.dat, 0, 3.75896, 39352, 7.72522, 37730.2, 37730.2, 1.53168, 9142
data\ORLib\OR30x100-0.50_6.dat, 0, 1.80476, 40317, 7.56539, 37951.8, 37951.8, 1.93009, 9036
data\ORLib\OR30x100-0.50_7.dat, 0, 2.19911, 40159, 7.84505, 37840.7, 37840.7, 1.79018, 8811
data\ORLib\OR30x100-0.50_8.dat, 0, 1.72055, 41984, 7.72935, 39417.1, 39417.1, 1.94052, 9427
data\ORLib\OR30x100-0.50_9.dat, 0, 4.84727, 40183, 8.59508, 38600.3, 38600.3, 1.50192, 8967
data\ORLib\OR30x100-0.75_1.dat, 0, 2.06978, 56304, 5.40555, 54386.1, 54386.1, 1.29872, 9216
data\ORLib\OR30x100-0.75_10.dat, 0, 1.0478, 59968, 5.01064, 57566.4, 57566.4, 1.69119, 9115
data\ORLib\OR30x100-0.75_2.dat, 0, 1.12283, 59353, 5.07705, 56979.4, 56979.4, 1.59223, 9024
data\ORLib\OR30x100-0.75_3.dat, 0, 2.74409, 56459, 5.59613, 54803.3, 54803.3, 1.24436, 9188
data\ORLib\OR30x100-0.75_4.dat, 0, 1.74411, 59716, 5.92833, 57173, 57173, 1.20886, 9219
data\ORLib\OR30x100-0.75_5.dat, 0, 0.699681, 58472, 5.73274, 55508.3, 55508.3, 1.78244, 9176
data\ORLib\OR30x100-0.75_6.dat, 0, 1.80467, 58928, 5.09262, 56954.9, 56954.9, 1.34327, 9321
data\ORLib\OR30x100-0.75_7.dat, 0, 1.98858, 56976, 5.5144, 54926.4, 54926.4, 1.41812, 9290
data\ORLib\OR30x100-0.75_8.dat, 0, 1.36462, 58258, 5.59726, 55758, 55758, 1.60395, 9091
data\ORLib\OR30x100-0.75_9.dat, 0, 1.10725, 58322, 5.39251, 55794.8, 55794.8, 1.59583, 9233
data\ORLib\OR30x250-0.25_1.dat, 0, 10.7526, 50730, 16.0895, 47696.4, 47696.4, 2.09611, 27107
data\ORLib\OR30x250-0.25_10.dat, 0, 12.7925, 49226, 15.4298, 47737.3, 47737.3, 1.47882, 26605
data\ORLib\OR30x250-0.25_2.dat, 0, 10.9518, 52111, 15.5924, 49395.3, 49395.3, 2.14301, 26440
data\ORLib\OR30x250-0.25_3.dat, 0, 11.0821, 50340, 16.1323, 47480.8, 47480.8, 1.91592, 26519
data\ORLib\OR30x250-0.25_4.dat, 0, 7.70069, 52546, 15.5173, 48096, 48096, 2.39465, 26754
data\ORLib\OR30x250-0.25_5.dat, 0, 7.15534, 52577, 14.9722, 48150.4, 48150.4, 2.37518, 26035
data\ORLib\OR30x250-0.25_6.dat, 0, 12.5566, 50022, 16.2364, 47917, 47917, 1.61201, 26489
data\ORLib\OR30x250-0.25_7.dat, 0, 8.96783, 51303, 15.0455, 47877.8, 47877.8, 2.17974, 26184
data\ORLib\OR30x250-0.25_8.dat, 0, 11.0916, 50195, 15.802, 47535.7, 47535.7, 1.70848, 27648
data\ORLib\OR30x250-0.25_9.dat, 0, 8.96405, 52322, 14.869, 48928.2, 48928.2, 2.23822, 26591
data\ORLib\OR30x250-0.50_1.dat, 0, 5.04964, 102328, 11.5422, 95331, 95331, 1.75973, 27133
data\ORLib\OR30x250-0.50_10.dat, 0, 6.43127, 98977, 11.4609, 93656.7, 93656.7, 1.59539, 26560
data\ORLib\OR30x250-0.50_2.dat, 0, 8.25614, 99443, 11.7576, 95647.7, 95647.7, 0.906439, 27009
data\ORLib\OR30x250-0.50_3.dat, 0, 4.78101, 101353, 10.8866, 94854.1, 94854.1, 1.50269, 26652
data\ORLib\OR30x250-0.50_4.dat, 0, 7.48999, 98871, 11.0021, 95117.4, 95117.4, 1.45264, 26359
data\ORLib\OR30x250-0.50_5.dat, 0, 7.65356, 99193, 11.4638, 95100.2, 95100.2, 1.25448, 26419
data\ORLib\OR30x250-0.50_6.dat, 0, 6.36985, 100438, 10.5641, 95938.7, 95938.7, 1.36229, 26010
data\ORLib\OR30x250-0.50_7.dat, 0, 4.95619, 101100, 11.5304, 94106.9, 94106.9, 1.50869, 26724
data\ORLib\OR30x250-0.50_8.dat, 0, 7.41406, 96319, 11.3659, 92207.8, 92207.8, 1.55403, 26512
data\ORLib\OR30x250-0.50_9.dat, 0, 9.10478, 97127, 11.2375, 94848.1, 94848.1, 0.891344, 27423
data\ORLib\OR30x250-0.75_1.dat, 0, 5.18437, 142378, 8.72297, 137064, 137064, 1.8089, 26561
data\ORLib\OR30x250-0.75_10.dat, 0, 2.98394, 145202, 8.00178, 137692, 137692, 1.64687, 27212
data\ORLib\OR30x250-0.75_2.dat, 0, 3.46964, 144755, 8.51638, 137187, 137187, 1.84183, 26627
data\ORLib\OR30x250-0.75_3.dat, 0, 5.91999, 143949, 8.87707, 139424, 139424, 1.53546, 26462
data\ORLib\OR30x250-0.75_4.dat, 0, 3.75504, 147480, 8.14932, 140746, 140746, 1.81758, 26231
data\ORLib\OR30x250-0.75_5.dat, 0, 4.26584, 143876, 8.17542, 138000, 138000, 1.95299, 26772
data\ORLib\OR30x250-0.75_6.dat, 0, 5.31654, 140675, 8.46079, 136003, 136003, 1.58286, 26306
data\ORLib\OR30x250-0.75_7.dat, 0, 4.07114, 141473, 8.51559, 134918, 134918, 1.94812, 26609
data\ORLib\OR30x250-0.75_8.dat, 0, 2.38176, 149270, 8.53484, 139861, 139861, 2.03532, 26407
data\ORLib\OR30x250-0.75_9.dat, 0, 3.24196, 144721, 8.30594, 137147, 137147, 1.74132, 27128
data\ORLib\OR30x500-0.25_1.dat, 0, 14.1931, 99584, 17.7608, 95443.5, 95443.5, 1.33053, 51141
data\ORLib\OR30x500-0.25_10.dat, 0, 14.3635, 100294, 17.9967, 96039, 96039, 1.19842, 51803
data\ORLib\OR30x500-0.25_2.dat, 0, 15.861, 96600, 18.3516, 93740.5, 93740.5, 1.24163, 52900
data\ORLib\OR30x500-0.25_3.dat, 0, 15.1661, 99036, 17.5951, 96200.3, 96200.3, 1.34136, 52221
data\ORLib\OR30x500-0.25_4.dat, 0, 12.8856, 100490, 17.044, 95693.1, 95693.1, 1.46934, 51065
data\ORLib\OR30x500-0.25_5.dat, 0, 15.4353, 98539, 17.5057, 96126.4, 96126.4, 1.17311, 50607
data\ORLib\OR30x500-0.25_6.dat, 0, 15.4051, 97911, 17.7395, 95209.2, 95209.2, 1.13532, 50529
data\ORLib\OR30x500-0.25_7.dat, 0, 10.5464, 102139, 17.2695, 94462.5, 94462.5, 1.86903, 50960
data\ORLib\OR30x500-0.25_8.dat, 0, 10.5461, 102338, 16.9432, 95019.5, 95019.5, 1.97628, 52462
data\ORLib\OR30x500-0.25_9.dat, 0, 13.4709, 99871, 16.8233, 96001.7, 96001.7, 1.58278, 52454
data\ORLib\OR30x500-0.50_1.dat, 0, 9.98194, 196333, 12.8775, 190018, 190018, 0.95271, 54175
data\ORLib\OR30x500-0.50_10.dat, 0, 7.88306, 197811, 12.4861, 187926, 187926, 1.15817, 53001
data\ORLib\OR30x500-0.50_2.dat, 0, 10.0253, 193129, 12.1364, 188597, 188597, 0.821904, 54218
data\ORLib\OR30x500-0.50_3.dat, 0, 10.47, 193365, 13.1825, 187507, 187507, 0.996236, 52655
data\ORLib\OR30x500-0.50_4.dat, 0, 9.09137, 198099, 12.5436, 190576, 190576, 0.991376, 52583
data\ORLib\OR30x500-0.50_5.dat, 0, 8.78163, 196748, 12.6309, 188446, 188446, 0.99112, 53154
data\ORLib\OR30x500-0.50_6.dat, 0, 6.98132, 200845, 11.864, 190302, 190302, 1.44004, 54042
data\ORLib\OR30x500-0.50_7.dat, 0, 10.0117, 194291, 12.5076, 188902, 188902, 0.901253, 52281
data\ORLib\OR30x500-0.50_8.dat, 0, 11.0644, 192583, 12.7229, 188992, 188992, 0.627998, 52827
data\ORLib\OR30x500-0.50_9.dat, 0, 7.81771, 200349, 12.3027, 190601, 190601, 1.4876, 53577
data\ORLib\OR30x500-0.75_1.dat, 0, 8.07359, 277319, 14.1878, 258874, 258874, 3.34726, 52035
data\ORLib\OR30x500-0.75_10.dat, 0, 4.07323, 288329, 12.9924, 261521, 261521, 4.23255, 52652
data\ORLib\OR30x500-0.75_2.dat, 0, 5.61064, 283220, 13.439, 259730, 259730, 4.2828, 51366
data\ORLib\OR30x500-0.75_3.dat, 0, 6.6109, 284918, 14.1515, 261913, 261913, 3.92804, 53039
data\ORLib\OR30x500-0.75_4.dat, 0, 3.77973, 290616, 13.6636, 260763, 260763, 4.19698, 52126
data\ORLib\OR30x500-0.75_5.dat, 0, 6.34463, 285145, 14.728, 259621, 259621, 2.99862, 52260
data\ORLib\OR30x500-0.75_6.dat, 0, 4.57726, 283417, 12.9516, 258544, 258544, 4.01388, 52541
data\ORLib\OR30x500-0.75_7.dat, 0, 5.73799, 285957, 13.408, 262689, 262689, 3.50178, 51037
data\ORLib\OR30x500-0.75_8.dat, 0, 3.95756, 294857, 13.0301, 267004, 267004, 4.36266, 52306
data\ORLib\OR30x500-0.75_9.dat, 0, 4.61941, 289193, 13.0336, 263681, 263681, 4.32579, 52221
data\ORLib\OR5x100-0.25_1.dat, 0, 3.59706, 23504, 10.0719, 21925.4, 21925.4, 2.59598, 6804
data\ORLib\OR5x100-0.25_10.dat, 0, 3.20347, 23629, 8.94078, 22228.5, 22228.5, 2.65784, 6285
data\ORLib\OR5x100-0.25_2.dat, 0, 4.22674, 23248, 10.5467, 21713.9, 21713.9, 2.62558, 6326
data\ORLib\OR5x100-0.25_3.dat, 0, 6.3182, 22063, 11.9349, 20740.2, 20740.2, 2.74683, 6269
data\ORLib\OR5x100-0.25_4.dat, 0, 3.50982, 22708, 8.64097, 21500.4, 21500.4, 2.18237, 6426
data\ORLib\OR5x100-0.25_5.dat, 0, 1.57559, 23613, 9.01741, 21827.6, 21827.6, 2.56623, 6130
data\ORLib\OR5x100-0.25_6.dat, 0, 3.18531, 23829, 10.3165, 22073.8, 22073.8, 2.59395, 5547
data\ORLib\OR5x100-0.25_7.dat, 0, 2.53996, 24941, 11.456, 22659.3, 22659.3, 2.65891, 6233
data\ORLib\OR5x100-0.25_8.dat, 0, 3.90431, 22496, 10.6316, 20921.1, 20921.1, 2.52657, 6175
data\ORLib\OR5x100-0.25_9.dat, 0, 3.68764, 23323, 10.476, 21679.1, 21679.1, 2.79565, 6033
data\ORLib\OR5x100-0.50_1.dat, 0, 3.60409, 41216, 7.0026, 39762.9, 39762.9, 1.68749, 6475
data\ORLib\OR5x100-0.50_10.dat, 0, 2.71356, 43345, 7.79923, 41079.1, 41079.1, 1.8825, 6124
data\ORLib\OR5x100-0.50_2.dat, 0, 2.73593, 41381, 7.08771, 39529.5, 39529.5, 1.37429, 6283
data\ORLib\OR5x100-0.50_3.dat, 0, 3.15478, 40644, 7.00701, 39027.3, 39027.3, 1.35201, 6418
data\ORLib\OR5x100-0.50_4.dat, 0, 1.20869, 44545, 6.55267, 42135.4, 42135.4, 2.30948, 6430
data\ORLib\OR5x100-0.50_5.dat, 0, 4.01961, 40521, 7.7223, 38957.8, 38957.8, 1.45894, 6597
data\ORLib\OR5x100-0.50_6.dat, 0, 3.75288, 41316, 7.90318, 39534.4, 39534.4, 1.47752, 6335
data\ORLib\OR5x100-0.50_7.dat, 0, 2.30903, 41039, 7.79603, 38734, 38734, 1.62049, 6573
data\ORLib\OR5x100-0.50_8.dat, 0, 4.12705, 43162, 7.32156, 41723.8, 41723.8, 1.41116, 5887
data\ORLib\OR5x100-0.50_9.dat, 0, 2.69331, 42271, 7.24508, 40293.7, 40293.7, 1.3518, 6696
data\ORLib\OR5x100-0.75_1.dat, 0, 1.76022, 58769, 4.7219, 56997.3, 56997.3, 1.67367, 6119
data\ORLib\OR5x100-0.75_10.dat, 0, 1.55257, 59034, 5.53351, 56646.8, 56646.8, 1.1558, 6299
data\ORLib\OR5x100-0.75_2.dat, 0, 0.708751, 61641, 5.20938, 58847, 58847, 1.53081, 6495
data\ORLib\OR5x100-0.75_3.dat, 0, 1.73907, 58762, 5.2457, 56665, 56665, 1.33599, 6242
data\ORLib\OR5x100-0.75_4.dat, 0, 2.70011, 58846, 5.34097, 57248.8, 57248.8, 1.04694, 6239
data\ORLib\OR5x100-0.75_5.dat, 0, 2.00193, 59868, 5.67814, 57622.2, 57622.2, 1.4221, 6196
data\ORLib\OR5x100-0.75_6.dat, 0, 2.24393, 57636, 5.14075, 55928.1, 55928.1, 1.53776, 6219
data\ORLib\OR5x100-0.75_7.dat, 0, 0.846631, 61017, 4.65089, 58675.9, 58675.9, 1.4276, 6376
data\ORLib\OR5x100-0.75_8.dat, 0, 0.552666, 61180, 5.13909, 58358.4, 58358.4, 1.52691, 6651
