Sem restricao da velocidade, w dinamico. penalidade NAo dinamica.

c1, c2, w, penalty, epochs
0.601321,1.7986,1,329.594,600
intacia, melhor_gap, melhor_fit, gap_medio, fit_medio, fobj_medio, dp, tempo(ms)
data\OR5x500-0.25_1.dat, 13.1879, 104303, 17.5682, 99040.2, 99040.2, 1.48668, 38961
data\OR5x500-0.25_10.dat, 14.6069, 103084, 18.3037, 98621.3, 98621.3, 1.28285, 37632
data\OR5x500-0.25_2.dat, 12.7826, 102811, 17.8018, 96894.4, 96894.4, 1.69306, 38736
data\OR5x500-0.25_3.dat, 9.67217, 109415, 16.5044, 101139, 101139, 2.11872, 37096
data\OR5x500-0.25_4.dat, 16.1774, 101261, 18.4898, 98467.6, 98467.6, 1.10168, 37092
data\OR5x500-0.25_5.dat, 14.7925, 104225, 18.4474, 99754.3, 99754.3, 1.1288, 37964
data\OR5x500-0.25_6.dat, 15.0388, 103673, 19.1358, 98673.7, 98673.7, 1.45785, 37581
data\OR5x500-0.25_7.dat, 14.4997, 101854, 18.4832, 97108.6, 97108.6, 1.37085, 38054
data\OR5x500-0.25_8.dat, 14.5495, 103026, 18.6675, 98061, 98061, 1.49683, 37508
data\OR5x500-0.25_9.dat, 15.0897, 103239, 17.8828, 99843.1, 99843.1, 1.09, 37484
data\OR5x500-0.50_1.dat, 8.16425, 200595, 11.2672, 193817, 193817, 0.911585, 43154
data\OR5x500-0.50_10.dat, 6.1383, 206232, 11.2347, 195034, 195034, 1.40471, 42834
data\OR5x500-0.50_2.dat, 6.72553, 206325, 11.3143, 196175, 196175, 1.3608, 40868
data\OR5x500-0.50_3.dat, 6.25488, 203935, 11.6517, 192195, 192195, 1.29496, 42236
data\OR5x500-0.50_4.dat, 8.79227, 203904, 11.5548, 197728, 197728, 0.787316, 42491
data\OR5x500-0.50_5.dat, 5.82328, 206215, 11.6007, 193564, 193564, 1.60829, 40692
data\OR5x500-0.50_6.dat, 9.33887, 199935, 11.7798, 194552, 194552, 1.02886, 42007
data\OR5x500-0.50_7.dat, 8.37451, 201566, 11.7174, 194212, 194212, 1.07731, 40612
data\OR5x500-0.50_8.dat, 10.1606, 196043, 11.6939, 192697, 192697, 0.655706, 43492
data\OR5x500-0.50_9.dat, 8.97703, 197498, 11.7925, 191389, 191389, 0.797918, 42701
data\OR5x500-0.75_1.dat, 5.4961, 279569, 13.0246, 257298, 257298, 4.05489, 39452
data\OR5x500-0.75_10.dat, 3.83915, 288396, 13.5212, 259359, 259359, 4.46982, 39322
data\OR5x500-0.75_2.dat, 3.74051, 296562, 13.7768, 265641, 265641, 3.84532, 38392
data\OR5x500-0.75_3.dat, 3.29891, 289906, 13.3568, 259753, 259753, 4.90199, 40337
data\OR5x500-0.75_4.dat, 6.2686, 287268, 13.2245, 265950, 265950, 4.35006, 39297
data\OR5x500-0.75_5.dat, 6.25953, 281542, 13.3606, 260215, 260215, 4.03956, 39649
data\OR5x500-0.75_6.dat, 5.05666, 287271, 13.3708, 262115, 262115, 4.62738, 41050
data\OR5x500-0.75_7.dat, 6.86735, 280645, 14.6414, 257219, 257219, 3.57697, 39125
data\OR5x500-0.75_8.dat, 6.61143, 286193, 14.7517, 261247, 261247, 3.50835, 39769
data\OR5x500-0.75_9.dat, 5.31985, 286718, 13.3614, 262366, 262366, 4.26282, 39838



c1, c2, w, penalty, epochs
0.670175,0.935928,1,329.594,600
intacia,nOpt,melhor_gap, melhor_fit, gap_medio, fit_medio, fobj_medio, dp, tempo(ms)
data\ORLib\OR10x100-0.25_1.dat, 0, 6.36923, 21595, 10.8683, 20557.3, 20557.3, 2.06638, 8585
data\ORLib\OR10x100-0.25_10.dat, 0, 6.01269, 21337, 11.1726, 20165.6, 20165.6, 2.34313, 8108
data\ORLib\OR10x100-0.25_2.dat, 0, 4.67523, 21735, 11.3546, 20212, 20212, 2.52309, 8130
data\ORLib\OR10x100-0.25_3.dat, 0, 5.34544, 20948, 11.1807, 19656.6, 19656.6, 3.04158, 8343
data\ORLib\OR10x100-0.25_4.dat, 0, 6.32795, 21331, 10.6675, 20342.8, 20342.8, 2.28472, 7932
data\ORLib\OR10x100-0.25_5.dat, 0, 7.20408, 21112, 10.916, 20267.5, 20267.5, 2.00182, 8510
data\ORLib\OR10x100-0.25_6.dat, 0, 5.52312, 21519, 10.1664, 20461.4, 20461.4, 1.97389, 8631
data\ORLib\OR10x100-0.25_7.dat, 0, 5.55886, 20659, 12.3552, 19172.3, 19172.3, 2.68203, 8053
data\ORLib\OR10x100-0.25_8.dat, 0, 5.96863, 21284, 11.7608, 19972.9, 19972.9, 2.54797, 8676
data\ORLib\OR10x100-0.25_9.dat, 0, 3.0785, 21818, 11.6272, 19893.6, 19893.6, 2.94171, 8319
data\ORLib\OR10x100-0.50_1.dat, 0, 1.46878, 40787, 7.49559, 38292.2, 38292.2, 1.78577, 7285
data\ORLib\OR10x100-0.50_10.dat, 0, 2.96794, 39984, 7.70322, 38032.7, 38032.7, 1.36012, 7562
data\ORLib\OR10x100-0.50_2.dat, 0, 2.39231, 41331, 7.69759, 39084.5, 39084.5, 1.37092, 7501
data\ORLib\OR10x100-0.50_3.dat, 0, 5.66496, 39999, 7.96113, 39025.4, 39025.4, 1.06599, 7139
data\ORLib\OR10x100-0.50_4.dat, 0, 2.27512, 44586, 7.32275, 42283.1, 42283.1, 2.02104, 7389
data\ORLib\OR10x100-0.50_5.dat, 0, 6.4607, 39178, 8.33413, 38393.3, 38393.3, 0.868259, 7829
data\ORLib\OR10x100-0.50_6.dat, 0, 4.87964, 40897, 8.14033, 39495.1, 39495.1, 1.23985, 7194
data\ORLib\OR10x100-0.50_7.dat, 0, 4.15844, 41762, 7.45965, 40323.5, 40323.5, 1.37475, 7507
data\ORLib\OR10x100-0.50_8.dat, 0, 1.23807, 42438, 8.03863, 39515.8, 39515.8, 2.22138, 7456
data\ORLib\OR10x100-0.50_9.dat, 0, 2.36899, 41212, 7.66362, 38977, 38977, 1.78062, 7659
data\ORLib\OR10x100-0.75_1.dat, 0, 1.85621, 56310, 5.54609, 54192.9, 54192.9, 1.60498, 7680
data\ORLib\OR10x100-0.75_10.dat, 0, 1.62288, 59649, 5.44241, 57333.1, 57333.1, 1.83645, 7285
data\ORLib\OR10x100-0.75_2.dat, 0, 2.16691, 57700, 4.95083, 56058.1, 56058.1, 1.3854, 7488
data\ORLib\OR10x100-0.75_3.dat, 0, 1.3872, 57581, 4.51417, 55755.1, 55755.1, 1.53815, 7681
data\ORLib\OR10x100-0.75_4.dat, 0, 2.74021, 60268, 5.41254, 58612.1, 58612.1, 1.16568, 7429
data\ORLib\OR10x100-0.75_5.dat, 0, 1.75649, 59735, 5.85843, 57240.9, 57240.9, 1.59413, 7227
data\ORLib\OR10x100-0.75_6.dat, 0, 1.52351, 60501, 5.28965, 58187.2, 58187.2, 1.24772, 7775
data\ORLib\OR10x100-0.75_7.dat, 0, 1.69573, 55421, 5.51301, 53268.9, 53268.9, 1.05309, 7548
data\ORLib\OR10x100-0.75_8.dat, 0, 1.51538, 58491, 5.13518, 56341.2, 56341.2, 1.63366, 7896
data\ORLib\OR10x100-0.75_9.dat, 0, 1.26734, 59442, 5.57982, 56845.7, 56845.7, 1.33943, 7428
data\ORLib\OR10x250-0.25_1.dat, 0, 12.0466, 52057, 16.1351, 49637.1, 49637.1, 1.89536, 21733
data\ORLib\OR10x250-0.25_10.dat, 0, 9.65072, 53494, 15.6574, 49937.6, 49937.6, 1.81162, 20816
data\ORLib\OR10x250-0.25_2.dat, 0, 11.3268, 52123, 16.1613, 49281.2, 49281.2, 2.04176, 20944
data\ORLib\OR10x250-0.25_3.dat, 0, 12.1882, 51016, 16.9224, 48265.6, 48265.6, 1.91128, 20619
data\ORLib\OR10x250-0.25_4.dat, 0, 8.01475, 56111, 15.5162, 51535.1, 51535.1, 2.84614, 19383
data\ORLib\OR10x250-0.25_5.dat, 0, 6.82194, 54129, 14.6626, 49574.2, 49574.2, 2.40198, 19749
data\ORLib\OR10x250-0.25_6.dat, 0, 5.58956, 55536, 15.2861, 49832.1, 49832.1, 2.93068, 19486
data\ORLib\OR10x250-0.25_7.dat, 0, 9.58197, 53079, 14.9509, 49927.2, 49927.2, 2.15894, 19468
data\ORLib\OR10x250-0.25_8.dat, 0, 13.0599, 51239, 16.337, 49307.6, 49307.6, 1.63419, 19852
data\ORLib\OR10x250-0.25_9.dat, 0, 10.8963, 52916, 16.663, 49491.4, 49491.4, 2.53738, 20097
data\ORLib\OR10x250-0.50_1.dat, 0, 4.51976, 105900, 10.4829, 99286.1, 99286.1, 1.31794, 21260
data\ORLib\OR10x250-0.50_10.dat, 0, 5.16477, 101211, 11.1276, 94847.3, 94847.3, 1.62569, 21716
data\ORLib\OR10x250-0.50_2.dat, 0, 9.32329, 98581, 11.2746, 96459.6, 96459.6, 0.672254, 21362
data\ORLib\OR10x250-0.50_3.dat, 0, 6.06709, 102323, 11.3261, 96594.2, 96594.2, 1.22202, 20613
data\ORLib\OR10x250-0.50_4.dat, 0, 7.13533, 102231, 10.3739, 98665.8, 98665.8, 1.02925, 21761
data\ORLib\OR10x250-0.50_5.dat, 0, 8.58828, 99168, 10.7141, 96861.8, 96861.8, 0.792998, 21513
data\ORLib\OR10x250-0.50_6.dat, 0, 5.11886, 105171, 10.8557, 98812, 98812, 1.25969, 21216
data\ORLib\OR10x250-0.50_7.dat, 0, 6.31334, 99380, 11.1443, 94255.4, 94255.4, 1.33998, 22517
data\ORLib\OR10x250-0.50_8.dat, 0, 6.97749, 99242, 11.0637, 94882.6, 94882.6, 1.28111, 21385
data\ORLib\OR10x250-0.50_9.dat, 0, 5.08973, 104239, 10.8624, 97898.9, 97898.9, 1.35727, 21004
data\ORLib\OR10x250-0.75_1.dat, 0, 1.49332, 149542, 8.8574, 138363, 138363, 2.7146, 20743
data\ORLib\OR10x250-0.75_10.dat, 0, 2.52231, 145928, 8.44041, 137068, 137068, 2.44491, 20533
data\ORLib\OR10x250-0.75_2.dat, 0, 3.93219, 142922, 8.55764, 136041, 136041, 2.42565, 20588
data\ORLib\OR10x250-0.75_3.dat, 0, 3.05051, 147275, 7.86833, 139956, 139956, 2.03731, 20954
data\ORLib\OR10x250-0.75_4.dat, 0, 5.17829, 143488, 9.15213, 137475, 137475, 1.70995, 20673
data\ORLib\OR10x250-0.75_5.dat, 0, 2.76246, 147768, 8.14367, 139590, 139590, 2.46029, 20372
data\ORLib\OR10x250-0.75_6.dat, 0, 2.20697, 148752, 8.31334, 139464, 139464, 2.22256, 20187
data\ORLib\OR10x250-0.75_7.dat, 0, 4.26498, 146600, 8.20646, 140564, 140564, 2.23688, 21027
data\ORLib\OR10x250-0.75_8.dat, 0, 2.11489, 150330, 8.22125, 140952, 140952, 2.07823, 19992
data\ORLib\OR10x250-0.75_9.dat, 0, 4.86525, 141903, 8.38772, 136649, 136649, 1.52597, 20426
data\ORLib\OR10x500-0.25_1.dat, 0, 14.3514, 100912, 17.3594, 97368, 97368, 1.22462, 41144
data\ORLib\OR10x500-0.25_10.dat, 0, 13.5898, 103045, 17.7434, 98091.8, 98091.8, 1.92542, 39410
data\ORLib\OR10x500-0.25_2.dat, 0, 15.4005, 100884, 17.8345, 97981.5, 97981.5, 1.21791, 40950
data\ORLib\OR10x500-0.25_3.dat, 0, 15.0275, 101300, 18.1648, 97559.8, 97559.8, 1.48417, 40707
data\ORLib\OR10x500-0.25_4.dat, 0, 15.5602, 100339, 17.9875, 97454.7, 97454.7, 0.972111, 40420
data\ORLib\OR10x500-0.25_5.dat, 0, 13.0825, 101285, 17.4613, 96182.4, 96182.4, 1.80566, 38973
data\ORLib\OR10x500-0.25_6.dat, 0, 15.7083, 100732, 18.907, 96909.4, 96909.4, 1.49256, 39770
data\ORLib\OR10x500-0.25_7.dat, 0, 15.0817, 101755, 18.4689, 97696.3, 97696.3, 1.56035, 39644
data\ORLib\OR10x500-0.25_8.dat, 0, 14.2584, 101470, 17.3718, 97785.5, 97785.5, 1.33292, 42268
data\ORLib\OR10x500-0.25_9.dat, 0, 14.746, 100442, 17.9051, 96720.1, 96720.1, 1.42782, 41010
data\ORLib\OR10x500-0.50_1.dat, 0, 7.14473, 201846, 11.6829, 191981, 191981, 1.08866, 44472
data\ORLib\OR10x500-0.50_10.dat, 0, 6.95748, 205530, 11.6733, 195113, 195113, 1.17057, 41768
data\ORLib\OR10x500-0.50_2.dat, 0, 6.67482, 204454, 11.5781, 193712, 193712, 1.6836, 43271
data\ORLib\OR10x500-0.50_3.dat, 0, 8.83877, 198592, 11.9794, 191750, 191750, 1.0761, 43184
data\ORLib\OR10x500-0.50_4.dat, 0, 9.73772, 195750, 12.5983, 189546, 189546, 0.800832, 43860
data\ORLib\OR10x500-0.50_5.dat, 0, 10.8036, 190767, 11.9079, 188405, 188405, 0.47784, 45422
data\ORLib\OR10x500-0.50_6.dat, 0, 9.23305, 195227, 12.363, 188495, 188495, 0.790529, 43220
data\ORLib\OR10x500-0.50_7.dat, 0, 8.58264, 199235, 12.221, 191306, 191306, 0.892686, 42886
data\ORLib\OR10x500-0.50_8.dat, 0, 9.44588, 199210, 11.9762, 193644, 193644, 0.679971, 43238
data\ORLib\OR10x500-0.50_9.dat, 0, 11.076, 190637, 12.1912, 188246, 188246, 0.59177, 42010
data\ORLib\OR10x500-0.75_1.dat, 0, 7.81045, 280613, 15.5318, 257110, 257110, 3.18231, 39979
data\ORLib\OR10x500-0.75_10.dat, 0, 4.22093, 294127, 13.9177, 264349, 264349, 4.48431, 40738
data\ORLib\OR10x500-0.75_2.dat, 0, 4.71627, 288118, 15.8772, 254370, 254370, 3.49663, 40143
data\ORLib\OR10x500-0.75_3.dat, 0, 4.00903, 290293, 13.5972, 261297, 261297, 3.63525, 40315
data\ORLib\OR10x500-0.75_4.dat, 0, 7.26368, 278936, 15.0625, 255478, 255478, 3.66906, 40183
data\ORLib\OR10x500-0.75_5.dat, 0, 6.60602, 284267, 14.8168, 259275, 259275, 3.7606, 40405
data\ORLib\OR10x500-0.75_6.dat, 0, 4.06943, 289553, 14.118, 259223, 259223, 4.42281, 40829
data\ORLib\OR10x500-0.75_7.dat, 0, 6.27213, 285825, 13.5924, 263502, 263502, 4.24117, 39590
data\ORLib\OR10x500-0.75_8.dat, 0, 4.36828, 283527, 13.7531, 255703, 255703, 4.4311, 40246
data\ORLib\OR10x500-0.75_9.dat, 0, 4.54043, 287676, 14.42, 257903, 257903, 4.42675, 39194
data\ORLib\OR30x100-0.25_1.dat, 0, 5.50442, 20738, 11.1507, 19498.9, 19498.9, 2.17646, 9867
data\ORLib\OR30x100-0.25_10.dat, 0, 3.02626, 20348, 11.096, 18654.7, 18654.7, 3.39496, 10586
data\ORLib\OR30x100-0.25_2.dat, 0, 5.05157, 20619, 11.6696, 19181.8, 19181.8, 2.59274, 10184
data\ORLib\OR30x100-0.25_3.dat, 0, 4.61598, 19796, 10.3207, 18612, 18612, 2.95917, 10454
data\ORLib\OR30x100-0.25_4.dat, 0, 5.70723, 20239, 11.5935, 18975.6, 18975.6, 2.70774, 10531
data\ORLib\OR30x100-0.25_5.dat, 0, 4.0423, 20961, 10.7782, 19489.6, 19489.6, 2.35827, 9704
data\ORLib\OR30x100-0.25_6.dat, 0, 6.98052, 20628, 10.718, 19799.2, 19799.2, 2.42355, 10761
data\ORLib\OR30x100-0.25_7.dat, 0, 5.62411, 20573, 11.4563, 19301.6, 19301.6, 2.81098, 10456
data\ORLib\OR30x100-0.25_8.dat, 0, 3.0565, 20743, 11.188, 19003.1, 19003.1, 2.51085, 10692
data\ORLib\OR30x100-0.25_9.dat, 0, 3.82686, 21663, 9.295, 20431.3, 20431.3, 2.77226, 10310
data\ORLib\OR30x100-0.50_1.dat, 0, 2.22729, 39859, 7.57713, 37678, 37678, 2.03286, 9169
data\ORLib\OR30x100-0.50_10.dat, 0, 2.28777, 40746, 8.7478, 38052.2, 38052.2, 2.19623, 9944
data\ORLib\OR30x100-0.50_2.dat, 0, 2.53704, 40260, 7.34757, 38272.9, 38272.9, 1.5044, 9789
data\ORLib\OR30x100-0.50_3.dat, 0, 2.51982, 40581, 7.62295, 38456.6, 38456.6, 2.11036, 9553
data\ORLib\OR30x100-0.50_4.dat, 0, 2.47314, 40026, 8.72623, 37459.7, 37459.7, 1.89078, 9668
data\ORLib\OR30x100-0.50_5.dat, 0, 1.7144, 40188, 7.89153, 37662.2, 37662.2, 1.61356, 9265
data\ORLib\OR30x100-0.50_6.dat, 0, 3.64606, 39561, 8.21943, 37683.3, 37683.3, 1.70881, 9561
data\ORLib\OR30x100-0.50_7.dat, 0, 4.18879, 39342, 8.76593, 37462.5, 37462.5, 1.44716, 9256
data\ORLib\OR30x100-0.50_8.dat, 0, 3.79456, 41098, 9.05632, 38850.2, 38850.2, 1.48246, 9479
data\ORLib\OR30x100-0.50_9.dat, 0, 3.88586, 40589, 8.27145, 38737, 38737, 1.91846, 9362
data\ORLib\OR30x100-0.75_1.dat, 0, 1.73931, 56494, 5.5698, 54291.7, 54291.7, 1.568, 9353
data\ORLib\OR30x100-0.75_10.dat, 0, 2.71769, 58956, 5.49329, 57273.9, 57273.9, 1.08891, 9526
data\ORLib\OR30x100-0.75_2.dat, 0, 1.56929, 59085, 5.07249, 56982.1, 56982.1, 1.47122, 9359
data\ORLib\OR30x100-0.75_3.dat, 0, 1.25405, 57324, 5.96517, 54589.1, 54589.1, 1.18229, 9959
data\ORLib\OR30x100-0.75_4.dat, 0, 0.781559, 60301, 5.48621, 57441.7, 57441.7, 1.58273, 9213
data\ORLib\OR30x100-0.75_5.dat, 0, 2.01753, 57696, 6.29639, 55176.4, 55176.4, 1.40778, 9363
data\ORLib\OR30x100-0.75_6.dat, 0, 0.741531, 59566, 5.18922, 56896.9, 56896.9, 1.8129, 9190
data\ORLib\OR30x100-0.75_7.dat, 0, 1.63765, 57180, 5.60735, 54872.3, 54872.3, 1.54089, 9282
data\ORLib\OR30x100-0.75_8.dat, 0, 1.04632, 58446, 5.4713, 55832.4, 55832.4, 1.67339, 9289
data\ORLib\OR30x100-0.75_9.dat, 0, 0.947859, 58416, 5.22674, 55892.5, 55892.5, 1.76233, 9169
data\ORLib\OR30x250-0.25_1.dat, 0, 9.97678, 51171, 16.5171, 47453.3, 47453.3, 2.547, 25356
data\ORLib\OR30x250-0.25_10.dat, 0, 6.2944, 52894, 15.3468, 47784.2, 47784.2, 2.78177, 26470
data\ORLib\OR30x250-0.25_2.dat, 0, 10.7331, 52239, 16.2153, 49030.8, 49030.8, 1.89555, 27046
data\ORLib\OR30x250-0.25_3.dat, 0, 13.177, 49154, 16.5434, 47248.1, 47248.1, 1.53067, 26628
data\ORLib\OR30x250-0.25_4.dat, 0, 10.4233, 50996, 16.424, 47579.8, 47579.8, 2.15946, 26338
data\ORLib\OR30x250-0.25_5.dat, 0, 9.71057, 51130, 16.3975, 47343.3, 47343.3, 2.28315, 25665
data\ORLib\OR30x250-0.25_6.dat, 0, 9.33834, 51863, 15.2679, 48471, 48471, 2.64002, 25965
data\ORLib\OR30x250-0.25_7.dat, 0, 10.3057, 50549, 15.8978, 47397.5, 47397.5, 1.86599, 26569
data\ORLib\OR30x250-0.25_8.dat, 0, 5.58832, 53302, 14.8335, 48082.5, 48082.5, 3.62659, 27625
data\ORLib\OR30x250-0.25_9.dat, 0, 11.8628, 50656, 15.7746, 48407.7, 48407.7, 1.72102, 26348
data\ORLib\OR30x250-0.50_1.dat, 0, 6.731, 100516, 11.5848, 95285, 95285, 1.26811, 26464
data\ORLib\OR30x250-0.50_10.dat, 0, 7.26602, 98094, 11.202, 93930.5, 93930.5, 1.22119, 27743
data\ORLib\OR30x250-0.50_2.dat, 0, 9.31065, 98300, 11.471, 95958.4, 95958.4, 1.01104, 26760
data\ORLib\OR30x250-0.50_3.dat, 0, 7.3129, 98658, 10.763, 94985.7, 94985.7, 1.26111, 26196
data\ORLib\OR30x250-0.50_4.dat, 0, 10.253, 95918, 11.6153, 94462, 94462, 0.604297, 28125
data\ORLib\OR30x250-0.50_5.dat, 0, 8.55661, 98223, 11.8619, 94672.7, 94672.7, 0.798399, 27301
data\ORLib\OR30x250-0.50_6.dat, 0, 6.34748, 100462, 10.8635, 95617.6, 95617.6, 1.33549, 26728
data\ORLib\OR30x250-0.50_7.dat, 0, 9.35679, 96419, 11.6352, 93995.4, 93995.4, 0.871684, 26571
data\ORLib\OR30x250-0.50_8.dat, 0, 7.86873, 95846, 11.5257, 92041.6, 92041.6, 1.07436, 26507
data\ORLib\OR30x250-0.50_9.dat, 0, 8.21105, 98082, 11.4236, 94649.2, 94649.2, 1.21426, 26694
data\ORLib\OR30x250-0.75_1.dat, 0, 2.85223, 145880, 8.9443, 136732, 136732, 2.06324, 26648
data\ORLib\OR30x250-0.75_10.dat, 0, 5.14004, 141975, 8.88899, 136364, 136364, 1.57234, 27522
data\ORLib\OR30x250-0.75_2.dat, 0, 4.78667, 142780, 9.19682, 136167, 136167, 1.69529, 25896
data\ORLib\OR30x250-0.75_3.dat, 0, 4.71024, 145800, 9.21444, 138908, 138908, 1.8742, 26418
data\ORLib\OR30x250-0.75_4.dat, 0, 4.6876, 146051, 8.87166, 139640, 139640, 1.94566, 26653
data\ORLib\OR30x250-0.75_5.dat, 0, 3.07279, 145669, 8.7067, 137202, 137202, 2.2104, 27395
data\ORLib\OR30x250-0.75_6.dat, 0, 3.35523, 143589, 8.52825, 135903, 135903, 1.74815, 26135
data\ORLib\OR30x250-0.75_7.dat, 0, 1.67484, 145007, 9.22639, 133870, 133870, 1.98128, 26147
data\ORLib\OR30x250-0.75_8.dat, 0, 3.61646, 147382, 8.34216, 140156, 140156, 1.90721, 25873
data\ORLib\OR30x250-0.75_9.dat, 0, 5.01839, 142064, 8.64654, 136637, 136637, 1.75083, 26206
data\ORLib\OR30x500-0.25_1.dat, 0, 12.7843, 101219, 18.2266, 94902.9, 94902.9, 1.79961, 51860
data\ORLib\OR30x500-0.25_10.dat, 0, 13.3859, 101439, 17.9181, 96131, 96131, 1.67741, 53681
data\ORLib\OR30x500-0.25_2.dat, 0, 14.814, 97802, 18.3161, 93781.2, 93781.2, 1.21868, 53046
data\ORLib\OR30x500-0.25_3.dat, 0, 12.9637, 101607, 17.7675, 95999, 95999, 1.88217, 53714
data\ORLib\OR30x500-0.25_4.dat, 0, 14.3099, 98847, 17.6456, 94999.1, 94999.1, 1.64692, 52898
data\ORLib\OR30x500-0.25_5.dat, 0, 12.0626, 102469, 17.3985, 96251.4, 96251.4, 1.94523, 51784
data\ORLib\OR30x500-0.25_6.dat, 0, 13.9734, 99568, 17.5294, 95452.3, 95452.3, 1.28862, 53432
data\ORLib\OR30x500-0.25_7.dat, 0, 14.3404, 97807, 18.0078, 93619.5, 93619.5, 1.47062, 53427
data\ORLib\OR30x500-0.25_8.dat, 0, 16.2032, 95866, 18.3978, 93355.4, 93355.4, 1.01941, 52174
data\ORLib\OR30x500-0.25_9.dat, 0, 15.286, 97776, 18.3007, 94296.6, 94296.6, 1.29306, 53067
data\ORLib\OR30x500-0.50_1.dat, 0, 10.8384, 194465, 13.0929, 189548, 189548, 0.671303, 53974
data\ORLib\OR30x500-0.50_10.dat, 0, 6.86508, 199997, 12.5744, 187737, 187737, 1.15287, 53998
data\ORLib\OR30x500-0.50_2.dat, 0, 5.84259, 202107, 12.1149, 188644, 188644, 1.30727, 55316
data\ORLib\OR30x500-0.50_3.dat, 0, 11.554, 191024, 13.3287, 187191, 187191, 0.680397, 54998
data\ORLib\OR30x500-0.50_4.dat, 0, 10.7856, 194407, 12.7114, 190211, 190211, 0.737463, 54474
data\ORLib\OR30x500-0.50_5.dat, 0, 11.0747, 191802, 12.7879, 188107, 188107, 0.587979, 54299
data\ORLib\OR30x500-0.50_6.dat, 0, 10.8832, 192420, 12.4292, 189082, 189082, 0.625588, 53452
data\ORLib\OR30x500-0.50_7.dat, 0, 11.3206, 191465, 13.0342, 187765, 187765, 0.705789, 55991
data\ORLib\OR30x500-0.50_8.dat, 0, 10.0059, 194875, 12.7541, 188924, 188924, 0.604761, 54324
data\ORLib\OR30x500-0.50_9.dat, 0, 6.18156, 203905, 12.1418, 190951, 190951, 1.33571, 53830
data\ORLib\OR30x500-0.75_1.dat, 0, 6.29817, 282675, 14.3314, 258441, 258441, 3.50729, 52575
data\ORLib\OR30x500-0.75_10.dat, 0, 6.59875, 280738, 14.9135, 255746, 255746, 3.77505, 53452
data\ORLib\OR30x500-0.75_2.dat, 0, 6.36117, 280968, 13.424, 259775, 259775, 3.64037, 53848
data\ORLib\OR30x500-0.75_3.dat, 0, 5.23883, 289104, 13.8869, 262720, 262720, 3.80927, 53127
data\ORLib\OR30x500-0.75_4.dat, 0, 6.37648, 282773, 15.095, 256440, 256440, 3.71353, 53690
data\ORLib\OR30x500-0.75_5.dat, 0, 4.1552, 291811, 12.6841, 265844, 265844, 4.13511, 52338
data\ORLib\OR30x500-0.75_6.dat, 0, 7.59801, 274445, 14.4133, 254203, 254203, 3.67402, 52318
data\ORLib\OR30x500-0.75_7.dat, 0, 6.5723, 283426, 14.4667, 259477, 259477, 3.61422, 51471
data\ORLib\OR30x500-0.75_8.dat, 0, 6.3536, 287501, 14.9053, 261247, 261247, 3.95153, 52166
data\ORLib\OR30x500-0.75_9.dat, 0, 6.38821, 283830, 14.283, 259893, 259893, 4.07613, 51292
data\ORLib\OR5x100-0.25_1.dat, 0, 2.69882, 23723, 10.5943, 21798, 21798, 2.55678, 7160
data\ORLib\OR5x100-0.25_10.dat, 0, 4.54303, 23302, 10.1947, 21922.4, 21922.4, 2.32421, 6442
data\ORLib\OR5x100-0.25_2.dat, 0, 5.62742, 22908, 11.3687, 21514.4, 21514.4, 2.89983, 6502
data\ORLib\OR5x100-0.25_3.dat, 0, 2.43302, 22978, 11.4868, 20845.7, 20845.7, 3.03611, 6863
data\ORLib\OR5x100-0.25_4.dat, 0, 5.75338, 22180, 9.71559, 21247.5, 21247.5, 1.85664, 6982
data\ORLib\OR5x100-0.25_5.dat, 0, 3.99733, 23032, 10.279, 21525, 21525, 2.76188, 6926
data\ORLib\OR5x100-0.25_6.dat, 0, 6.48032, 23018, 10.6808, 21984.1, 21984.1, 2.30943, 6680
data\ORLib\OR5x100-0.25_7.dat, 0, 7.70974, 23618, 11.0734, 22757.2, 22757.2, 1.84359, 6982
data\ORLib\OR5x100-0.25_8.dat, 0, 4.67322, 22316, 9.79268, 21117.5, 21117.5, 2.41537, 6571
data\ORLib\OR5x100-0.25_9.dat, 0, 5.61199, 22857, 10.3472, 21710.3, 21710.3, 2.5183, 6450
data\ORLib\OR5x100-0.50_1.dat, 0, 2.35283, 41751, 7.11361, 39715.4, 39715.4, 1.89078, 6770
data\ORLib\OR5x100-0.50_10.dat, 0, 1.30628, 43972, 6.82041, 41515.2, 41515.2, 1.91856, 6673
data\ORLib\OR5x100-0.50_2.dat, 0, 4.12739, 40789, 7.24018, 39464.7, 39464.7, 1.43145, 6788
data\ORLib\OR5x100-0.50_3.dat, 0, 1.45587, 41357, 7.05784, 39006, 39006, 1.6656, 6352
data\ORLib\OR5x100-0.50_4.dat, 0, 3.11599, 43685, 7.54994, 41685.7, 41685.7, 1.61247, 6850
data\ORLib\OR5x100-0.50_5.dat, 0, 2.38761, 41210, 7.73359, 38953, 38953, 2.03238, 6950
data\ORLib\OR5x100-0.50_6.dat, 0, 4.58919, 40957, 8.00553, 39490.5, 39490.5, 1.34528, 6823
data\ORLib\OR5x100-0.50_7.dat, 0, 2.5566, 40935, 7.72096, 38765.5, 38765.5, 2.01376, 6868
data\ORLib\OR5x100-0.50_8.dat, 0, 1.39938, 44390, 7.4475, 41667.1, 41667.1, 1.768, 6295
